Scramble,Scramble Length,Heuristic Type,Heuristic,Wall Time (ns)
R',1,All L0,0.6666667,261300
U,1,All L0,0.6666667,265300
B,1,All L0,0.6666667,261000
U,1,All L0,0.6666667,260600
D',1,All L0,0.6666667,265100
L',1,All L0,0.6666667,261200
B',1,All L0,0.6666667,260900
R',1,All L0,0.6666667,324100
B',1,All L0,0.6666667,260600
D',1,All L0,0.6666667,370800
B,1,All L0,0.6666667,261300
F',1,All L0,0.6666667,260800
F',1,All L0,0.6666667,261600
F,1,All L0,0.6666667,261500
U',1,All L0,0.6666667,261100
D,1,All L0,0.6666667,261500
U,1,All L0,0.6666667,317800
D',1,All L0,0.6666667,260100
B',1,All L0,0.6666667,261800
F,1,All L0,0.6666667,260700
B,1,All L0,0.6666667,261300
L',1,All L0,0.6666667,261200
R',1,All L0,0.6666667,261400
F',1,All L0,0.6666667,292800
U,1,All L0,0.6666667,261600
U',1,All L0,0.6666667,260900
U',1,All L0,0.6666667,286700
U,1,All L0,0.6666667,259800
R',1,All L0,0.6666667,261000
L,1,All L0,0.6666667,264300
F',1,All L0,0.6666667,261300
F',1,All L0,0.6666667,260900
R',1,All L0,0.6666667,262700
U,1,All L0,0.6666667,261800
R',1,All L0,0.6666667,411300
B',1,All L0,0.6666667,264800
F',1,All L0,0.6666667,260500
L,1,All L0,0.6666667,262800
R',1,All L0,0.6666667,261400
U',1,All L0,0.6666667,263600
R,1,All L0,0.6666667,260600
F,1,All L0,0.6666667,260400
L,1,All L0,0.6666667,264700
D',1,All L0,0.6666667,261900
B',1,All L0,0.6666667,261500
B',1,All L0,0.6666667,261700
F,1,All L0,0.6666667,260900
D,1,All L0,0.6666667,296900
R,1,All L0,0.6666667,263500
F',1,All L0,0.6666667,261000
U,1,All L0,0.6666667,261400
B,1,All L0,0.6666667,262100
L',1,All L0,0.6666667,261400
U,1,All L0,0.6666667,261300
B',1,All L0,0.6666667,293100
U',1,All L0,0.6666667,260600
L,1,All L0,0.6666667,265100
F,1,All L0,0.6666667,261900
R,1,All L0,0.6666667,261900
L',1,All L0,0.6666667,261500
R',1,All L0,0.6666667,261700
U',1,All L0,0.6666667,260000
B,1,All L0,0.6666667,299200
R',1,All L0,0.6666667,260800
B,1,All L0,0.6666667,260800
F',1,All L0,0.6666667,262000
F',1,All L0,0.6666667,261400
U',1,All L0,0.6666667,261200
L,1,All L0,0.6666667,262200
R',1,All L0,0.6666667,261800
R',1,All L0,0.6666667,265300
U,1,All L0,0.6666667,261800
F',1,All L0,0.6666667,260700
F',1,All L0,0.6666667,260600
R',1,All L0,0.6666667,263000
F,1,All L0,0.6666667,260700
B',1,All L0,0.6666667,265000
B',1,All L0,0.6666667,261000
L',1,All L0,0.6666667,261700
F,1,All L0,0.6666667,339200
D',1,All L0,0.6666667,260300
R,1,All L0,0.6666667,262000
F,1,All L0,0.6666667,260700
D,1,All L0,0.6666667,261000
D',1,All L0,0.6666667,264100
F',1,All L0,0.6666667,261700
B,1,All L0,0.6666667,266600
R',1,All L0,0.6666667,265100
F,1,All L0,0.6666667,259800
D',1,All L0,0.6666667,260200
D',1,All L0,0.6666667,260100
U,1,All L0,0.6666667,260900
L',1,All L0,0.6666667,261600
F',1,All L0,0.6666667,332400
R',1,All L0,0.6666667,370200
F',1,All L0,0.6666667,263300
L,1,All L0,0.6666667,260900
F',1,All L0,0.6666667,260000
U',1,All L0,0.6666667,263800
D',1,All L0,0.6666667,260500
U,1,All L0,0.6666667,260500
D,1,All L0,0.6666667,261500
L,1,All L0,0.6666667,261200
B',1,All L0,0.6666667,260100
U,1,All L0,0.6666667,260200
F',1,All L0,0.6666667,259900
L,1,All L0,0.6666667,264700
F',1,All L0,0.6666667,261600
D',1,All L0,0.6666667,260700
U',1,All L0,0.6666667,260800
D,1,All L0,0.6666667,261300
B,1,All L0,0.6666667,260700
B,1,All L0,0.6666667,268700
B',1,All L0,0.6666667,260700
B,1,All L0,0.6666667,262600
U',1,All L0,0.6666667,260500
L',1,All L0,0.6666667,259500
B',1,All L0,0.6666667,261500
R,1,All L0,0.6666667,260700
D',1,All L0,0.6666667,260400
D,1,All L0,0.6666667,279300
B,1,All L0,0.6666667,260900
D',1,All L0,0.6666667,263500
D,1,All L0,0.6666667,260700
U',1,All L0,0.6666667,260400
R,1,All L0,0.6666667,260000
L,1,All L0,0.6666667,261000
D,1,All L0,0.6666667,259900
L',1,All L0,0.6666667,264700
U,1,All L0,0.6666667,259700
F,1,All L0,0.6666667,260700
B',1,All L0,0.6666667,260300
F,1,All L0,0.6666667,261800
B',1,All L0,0.6666667,262100
L',1,All L0,0.6666667,260800
F,1,All L0,0.6666667,260300
D,1,All L0,0.6666667,393800
R',1,All L0,0.6666667,393300
B,1,All L0,0.6666667,334900
R',1,All L0,0.6666667,260600
B',1,All L0,0.6666667,260400
U,1,All L0,0.6666667,264700
F,1,All L0,0.6666667,260100
F,1,All L0,0.6666667,260300
F,1,All L0,0.6666667,264100
U',1,All L0,0.6666667,260400
B,1,All L0,0.6666667,261300
U',1,All L0,0.6666667,264300
L',1,All L0,0.6666667,261100
D,1,All L0,0.6666667,263500
F,1,All L0,0.6666667,259900
L,1,All L0,0.6666667,260700
R',1,All L0,0.6666667,261200
R',1,All L0,0.6666667,265200
B',1,All L0,0.6666667,260600
L,1,All L0,0.6666667,265800
U',1,All L0,0.6666667,261300
U,1,All L0,0.6666667,389900
R,1,All L0,0.6666667,391800
L,1,All L0,0.6666667,392000
F',1,All L0,0.6666667,260100
B,1,All L0,0.6666667,284800
R,1,All L0,0.6666667,265100
F',1,All L0,0.6666667,260800
L',1,All L0,0.6666667,261100
R,1,All L0,0.6666667,264100
F,1,All L0,0.6666667,260900
U,1,All L0,0.6666667,265100
R,1,All L0,0.6666667,264400
U',1,All L0,0.6666667,260000
R,1,All L0,0.6666667,261000
U',1,All L0,0.6666667,263900
B',1,All L0,0.6666667,261000
L,1,All L0,0.6666667,261600
B,1,All L0,0.6666667,261800
D,1,All L0,0.6666667,260500
U,1,All L0,0.6666667,263900
B',1,All L0,0.6666667,261500
D,1,All L0,0.6666667,260600
D',1,All L0,0.6666667,264000
U',1,All L0,0.6666667,260400
R,1,All L0,0.6666667,260800
U,1,All L0,0.6666667,260100
U,1,All L0,0.6666667,261200
L',1,All L0,0.6666667,261300
B',1,All L0,0.6666667,264400
D,1,All L0,0.6666667,262100
B,1,All L0,0.6666667,261800
D',1,All L0,0.6666667,264500
L,1,All L0,0.6666667,260800
B',1,All L0,0.6666667,261000
R,1,All L0,0.6666667,262300
B',1,All L0,0.6666667,260100
D',1,All L0,0.6666667,260900
D',1,All L0,0.6666667,316500
R,1,All L0,0.6666667,260100
U,1,All L0,0.6666667,260800
L',1,All L0,0.6666667,260900
B',1,All L0,0.6666667,261000
U',1,All L0,0.6666667,264500
F,1,All L0,0.6666667,261000
R,1,All L0,0.6666667,259800
L,1,All L0,0.6666667,264700
D',1,All L0,0.6666667,260800
L',1,All L0,0.6666667,260400
F,1,All L0,0.6666667,264500
B,1,All L0,0.6666667,369700
D',1,All L0,0.6666667,492900
F,1,All L0,0.6666667,392400
U',1,All L0,0.6666667,301800
L,1,All L0,0.6666667,261400
R,1,All L0,0.6666667,262000
F,1,All L0,0.6666667,264600
D,1,All L0,0.6666667,262900
R',1,All L0,0.6666667,263000
L',1,All L0,0.6666667,261700
R,1,All L0,0.6666667,260300
D',1,All L0,0.6666667,264200
B,1,All L0,0.6666667,259900
F,1,All L0,0.6666667,260900
D,1,All L0,0.6666667,264600
R,1,All L0,0.6666667,261200
L',1,All L0,0.6666667,260600
U',1,All L0,0.6666667,264700
B,1,All L0,0.6666667,261200
R',1,All L0,0.6666667,260300
B,1,All L0,0.6666667,261700
D',1,All L0,0.6666667,261000
B,1,All L0,0.6666667,265000
D,1,All L0,0.6666667,260500
U,1,All L0,0.6666667,260200
U,1,All L0,0.6666667,264200
R',1,All L0,0.6666667,261200
U,1,All L0,0.6666667,261100
R',1,All L0,0.6666667,264800
R,1,All L0,0.6666667,260600
F,1,All L0,0.6666667,260600
B,1,All L0,0.6666667,292800
F',1,All L0,0.6666667,391700
U',1,All L0,0.6666667,322100
R',1,All L0,0.6666667,261900
U,1,All L0,0.6666667,260300
B,1,All L0,0.6666667,260900
R',1,All L0,0.6666667,270000
U,1,All L0,0.6666667,260600
B',1,All L0,0.6666667,263400
D,1,All L0,0.6666667,340800
B,1,All L0,0.6666667,263400
F',1,All L0,0.6666667,259900
D,1,All L0,0.6666667,263300
U',1,All L0,0.6666667,264100
D,1,All L0,0.6666667,262900
B',1,All L0,0.6666667,263600
R',1,All L0,0.6666667,264600
U',1,All L0,0.6666667,261100
U,1,All L0,0.6666667,263100
U',1,All L0,0.6666667,260600
R,1,All L0,0.6666667,261000
U,1,All L0,0.6666667,263500
U,1,All L0,0.6666667,260800
F',1,All L0,0.6666667,260900
F',1,All L0,0.6666667,265900
U,1,All L0,0.6666667,267000
B',1,All L0,0.6666667,261800
D,1,All L0,0.6666667,269800
B,1,All L0,0.6666667,260000
U',1,All L0,0.6666667,268600
R',1,All L0,0.6666667,260300
D,1,All L0,0.6666667,263900
F',1,All L0,0.6666667,263300
D',1,All L0,0.6666667,261700
L,1,All L0,0.6666667,261100
D',1,All L0,0.6666667,263200
U',1,All L0,0.6666667,264400
R,1,All L0,0.6666667,260500
U,1,All L0,0.6666667,263300
D,1,All L0,0.6666667,265500
R,1,All L0,0.6666667,260500
R',1,All L0,0.6666667,295700
F',1,All L0,0.6666667,264800
D,1,All L0,0.6666667,261300
L',1,All L0,0.6666667,397000
F',1,All L0,0.6666667,260400
R,1,All L0,0.6666667,261200
B',1,All L0,0.6666667,264000
R,1,All L0,0.6666667,261300
R',1,All L0,0.6666667,260500
F,1,All L0,0.6666667,264900
R,1,All L0,0.6666667,260600
B,1,All L0,0.6666667,261600
U,1,All L0,0.6666667,513900
L',1,All L0,0.6666667,412300
L',1,All L0,0.6666667,382000
F,1,All L0,0.6666667,385700
L',1,All L0,0.6666667,261500
L,1,All L0,0.6666667,261500
B',1,All L0,0.6666667,263800
F,1,All L0,0.6666667,260700
B,1,All L0,0.6666667,262000
U',1,All L0,0.6666667,264000
D',1,All L0,0.6666667,260200
R',1,All L0,0.6666667,261800
B',1,All L0,0.6666667,261100
R',1,All L0,0.6666667,261100
D,1,All L0,0.6666667,261500
L,1,All L0,0.6666667,260900
U,1,All L0,0.6666667,261000
R',1,All L0,0.6666667,260400
F',1,All L0,0.6666667,261400
F,1,All L0,0.6666667,262000
F',1,All L0,0.6666667,265000
B',1,All L0,0.6666667,260100
D',1,All L0,0.6666667,261100
R,1,All L0,0.6666667,263400
D',1,All L0,0.6666667,259900
U',1,All L0,0.6666667,260400
D,1,All L0,0.6666667,267500
D',1,All L0,0.6666667,260800
U,1,All L0,0.6666667,261300
D',1,All L0,0.6666667,263800
U,1,All L0,0.6666667,261100
D,1,All L0,0.6666667,260000
U,1,All L0,0.6666667,261400
U',1,All L0,0.6666667,261300
B,1,All L0,0.6666667,262200
L,1,All L0,0.6666667,263000
L,1,All L0,0.6666667,261600
U',1,All L0,0.6666667,259900
F,1,All L0,0.6666667,260400
L',1,All L0,0.6666667,260600
R',1,All L0,0.6666667,261000
R',1,All L0,0.6666667,261700
B',1,All L0,0.6666667,283300
F',1,All L0,0.6666667,264100
L',1,All L0,0.6666667,260300
D',1,All L0,0.6666667,259800
R',1,All L0,0.6666667,261700
D',1,All L0,0.6666667,262700
R,1,All L0,0.6666667,266100
R',1,All L0,0.6666667,262200
B,1,All L0,0.6666667,261000
F,1,All L0,0.6666667,260300
L',1,All L0,0.6666667,263900
B,1,All L0,0.6666667,261600
R',1,All L0,0.6666667,264000
U,1,All L0,0.6666667,261000
L,1,All L0,0.6666667,261600
B,1,All L0,0.6666667,261000
L,1,All L0,0.6666667,395800
R,1,All L0,0.6666667,325400
F',1,All L0,0.6666667,261000
F,1,All L0,0.6666667,261500
U,1,All L0,0.6666667,261000
R,1,All L0,0.6666667,261500
R,1,All L0,0.6666667,260200
L,1,All L0,0.6666667,263800
U',1,All L0,0.6666667,259900
F,1,All L0,0.6666667,261300
F,1,All L0,0.6666667,266200
R,1,All L0,0.6666667,260400
L',1,All L0,0.6666667,264800
F',1,All L0,0.6666667,260500
R,1,All L0,0.6666667,261100
B,1,All L0,0.6666667,261800
L,1,All L0,0.6666667,260600
D',1,All L0,0.6666667,260700
B,1,All L0,0.6666667,265500
L',1,All L0,0.6666667,262200
F',1,All L0,0.6666667,260900
D',1,All L0,0.6666667,263200
U,1,All L0,0.6666667,261100
F',1,All L0,0.6666667,266900
R',1,All L0,0.6666667,265500
B',1,All L0,0.6666667,260000
D',1,All L0,0.6666667,301700
L',1,All L0,0.6666667,262000
F,1,All L0,0.6666667,261300
B,1,All L0,0.6666667,266700
F B,2,All L0,1.3333334,262700
F L,2,All L0,1.1666666,260400
U' R',2,All L0,1.1666666,266000
F D,2,All L0,1.1666666,261000
B L,2,All L0,1.1666666,262900
L' B,2,All L0,1.1666666,261800
D' F',2,All L0,1.1666666,262100
U L',2,All L0,1.1666666,265900
R R,2,All L0,0.6666667,262600
B F',2,All L0,1.3333334,261500
U L,2,All L0,1.1666666,265800
B' U,2,All L0,1.1666666,262200
B' R,2,All L0,1.1666666,261000
D' D',2,All L0,0.6666667,260600
L' U,2,All L0,1.1666666,261800
R' D,2,All L0,1.1666666,266300
B' B',2,All L0,0.6666667,261300
L' U',2,All L0,1.1666666,262100
L R',2,All L0,1.3333334,263900
D L',2,All L0,1.1666666,261000
B' L,2,All L0,1.1666666,267600
R' B,2,All L0,1.1666666,263200
R D',2,All L0,1.1666666,262300
U' R',2,All L0,1.1666666,262900
L' L',2,All L0,0.6666667,261100
R R,2,All L0,0.6666667,261300
R' U,2,All L0,1.1666666,262800
F D,2,All L0,1.1666666,260600
L' F,2,All L0,1.1666666,263000
U' F',2,All L0,1.1666666,262000
L D,2,All L0,1.1666666,261600
R B,2,All L0,1.1666666,261800
F D',2,All L0,1.1666666,262300
U' R',2,All L0,1.1666666,262800
D R',2,All L0,1.1666666,262500
B' L,2,All L0,1.1666666,263100
L B',2,All L0,1.1666666,264000
U' L',2,All L0,1.1666666,404900
D F',2,All L0,1.1666666,394400
B R',2,All L0,1.1666666,392600
D U',2,All L0,1.3333334,265900
B F,2,All L0,1.3333334,262800
L F,2,All L0,1.1666666,269700
D' D',2,All L0,0.6666667,261000
R F',2,All L0,1.1666666,262400
R' R',2,All L0,0.6666667,264400
U B',2,All L0,1.1666666,262600
L' U,2,All L0,1.1666666,262400
R B',2,All L0,1.1666666,261500
F' B,2,All L0,1.3333334,262300
L R,2,All L0,1.3333334,266400
F D',2,All L0,1.1666666,261900
L' D',2,All L0,1.1666666,261400
U' L,2,All L0,1.1666666,264100
F' L,2,All L0,1.1666666,260900
L' R,2,All L0,1.3333334,261600
R' F,2,All L0,1.1666666,261800
B' D',2,All L0,1.1666666,261400
U' B',2,All L0,1.1666666,270400
L L,2,All L0,0.6666667,261400
R R,2,All L0,0.6666667,260100
U' L',2,All L0,1.1666666,262100
L' B',2,All L0,1.1666666,261900
U' F,2,All L0,1.1666666,260900
L' U,2,All L0,1.1666666,263500
L' R',2,All L0,1.3333334,261800
F' D',2,All L0,1.1666666,402200
U F,2,All L0,1.1666666,393800
F' B',2,All L0,1.3333334,262200
U' L,2,All L0,1.1666666,262900
R' R',2,All L0,0.6666667,273800
F' D',2,All L0,1.1666666,261200
R' L,2,All L0,1.3333334,268000
R U,2,All L0,1.1666666,393500
F B,2,All L0,1.3333334,430100
L D,2,All L0,1.1666666,262800
F' B',2,All L0,1.3333334,263100
L' B',2,All L0,1.1666666,384700
R U,2,All L0,1.1666666,381700
U' D',2,All L0,1.3333334,281900
F L',2,All L0,1.1666666,266700
U' F',2,All L0,1.1666666,267200
D F,2,All L0,1.1666666,262400
L L,2,All L0,0.6666667,261400
R U,2,All L0,1.1666666,268400
D L',2,All L0,1.1666666,262200
L' B',2,All L0,1.1666666,262600
F R',2,All L0,1.1666666,261900
L L,2,All L0,0.6666667,262500
R' F',2,All L0,1.1666666,265400
U' F',2,All L0,1.1666666,262200
U U,2,All L0,0.6666667,261500
L R,2,All L0,1.3333334,263000
U R',2,All L0,1.1666666,263000
B' R',2,All L0,1.1666666,265900
F' D,2,All L0,1.1666666,261500
U R',2,All L0,1.1666666,262100
L R',2,All L0,1.3333334,265600
D U,2,All L0,1.3333334,261400
R' D',2,All L0,1.1666666,262100
U L,2,All L0,1.1666666,263400
D U',2,All L0,1.3333334,260900
L' B,2,All L0,1.1666666,266600
U B,2,All L0,1.1666666,263000
B B,2,All L0,0.6666667,262200
U L',2,All L0,1.1666666,265600
F F,2,All L0,0.6666667,261600
U' R,2,All L0,1.1666666,262200
L' L',2,All L0,0.6666667,260800
B D,2,All L0,1.1666666,262100
R' L,2,All L0,1.3333334,266300
L B',2,All L0,1.1666666,263000
L L,2,All L0,0.6666667,262200
D F',2,All L0,1.1666666,262500
B' U',2,All L0,1.1666666,294400
U R,2,All L0,1.1666666,266000
U' R,2,All L0,1.1666666,261900
F' D,2,All L0,1.1666666,261400
R' B',2,All L0,1.1666666,262800
U' R,2,All L0,1.1666666,262300
L' U,2,All L0,1.1666666,261900
R' U',2,All L0,1.1666666,261000
B' F',2,All L0,1.3333334,273900
F D,2,All L0,1.1666666,262600
D' F',2,All L0,1.1666666,262800
D B',2,All L0,1.1666666,260900
F' U,2,All L0,1.1666666,264100
B' U',2,All L0,1.1666666,264500
R' U,2,All L0,1.1666666,268400
B' B',2,All L0,0.6666667,261300
R B',2,All L0,1.1666666,263600
U D',2,All L0,1.3333334,269200
R' L',2,All L0,1.3333334,261600
F' L,2,All L0,1.1666666,296100
U' D,2,All L0,1.3333334,261900
F' F',2,All L0,0.6666667,262800
R B,2,All L0,1.1666666,267800
U L',2,All L0,1.1666666,261800
U' B',2,All L0,1.1666666,261700
L' F',2,All L0,1.1666666,267800
U B,2,All L0,1.1666666,265000
U' D',2,All L0,1.3333334,261600
U' L',2,All L0,1.1666666,268800
L R',2,All L0,1.3333334,262100
R B',2,All L0,1.1666666,267600
R L',2,All L0,1.3333334,262000
B' U',2,All L0,1.1666666,272500
L L,2,All L0,0.6666667,262200
F' U',2,All L0,1.1666666,263000
U' B,2,All L0,1.1666666,268000
D' L',2,All L0,1.1666666,261300
R' L,2,All L0,1.3333334,262200
L B,2,All L0,1.1666666,267400
R' D',2,All L0,1.1666666,262100
D' L,2,All L0,1.1666666,261700
U' L,2,All L0,1.1666666,381000
D' U',2,All L0,1.3333334,260600
B D',2,All L0,1.1666666,261600
R R,2,All L0,0.6666667,266800
R R,2,All L0,0.6666667,260500
F R',2,All L0,1.1666666,263500
U' R',2,All L0,1.1666666,268600
F L,2,All L0,1.1666666,261400
U L',2,All L0,1.1666666,261300
U D,2,All L0,1.3333334,263600
U' L',2,All L0,1.1666666,261800
L' D,2,All L0,1.1666666,260600
D' F,2,All L0,1.1666666,265100
L' U,2,All L0,1.1666666,265000
R' U,2,All L0,1.1666666,261500
L D,2,All L0,1.1666666,264900
B' L,2,All L0,1.1666666,261800
U L',2,All L0,1.1666666,261000
R L',2,All L0,1.3333334,285600
F' L',2,All L0,1.1666666,261400
F D',2,All L0,1.1666666,273500
U' R',2,All L0,1.1666666,265000
F' B,2,All L0,1.3333334,264200
L D',2,All L0,1.1666666,260900
U' B,2,All L0,1.1666666,261500
R L,2,All L0,1.3333334,264600
D R',2,All L0,1.1666666,265600
R' D,2,All L0,1.1666666,260300
B' R',2,All L0,1.1666666,263300
D' F',2,All L0,1.1666666,263400
B D',2,All L0,1.1666666,262200
D' F',2,All L0,1.1666666,264500
D F',2,All L0,1.1666666,261600
D' F',2,All L0,1.1666666,263200
D B',2,All L0,1.1666666,267100
U' F',2,All L0,1.1666666,262000
F' B,2,All L0,1.3333334,261100
F' B',2,All L0,1.3333334,264600
L F',2,All L0,1.1666666,260600
B' L',2,All L0,1.1666666,261700
R R,2,All L0,0.6666667,403500
L' R',2,All L0,1.3333334,396200
D F,2,All L0,1.1666666,391500
D' F',2,All L0,1.1666666,358300
R' U,2,All L0,1.1666666,262500
D' F,2,All L0,1.1666666,266100
R B,2,All L0,1.1666666,265800
F L',2,All L0,1.1666666,261100
F B,2,All L0,1.3333334,265200
B D',2,All L0,1.1666666,261700
F' F',2,All L0,0.6666667,260900
L R',2,All L0,1.3333334,265800
F' U,2,All L0,1.1666666,260500
R' B,2,All L0,1.1666666,262100
U' B,2,All L0,1.1666666,262100
U D',2,All L0,1.3333334,261600
F' U',2,All L0,1.1666666,261400
B D',2,All L0,1.1666666,262600
D' U,2,All L0,1.3333334,260800
L R,2,All L0,1.3333334,265100
R' B,2,All L0,1.1666666,261000
L B',2,All L0,1.1666666,265200
B' F,2,All L0,1.3333334,261300
U' L',2,All L0,1.1666666,261500
D' R,2,All L0,1.1666666,261900
R F',2,All L0,1.1666666,261000
R' L',2,All L0,1.3333334,264600
D B',2,All L0,1.1666666,260700
U' F',2,All L0,1.1666666,261200
U D',2,All L0,1.3333334,261300
L' B',2,All L0,1.1666666,263500
B' D',2,All L0,1.1666666,260800
B' D',2,All L0,1.1666666,261000
U' R,2,All L0,1.1666666,262200
R D',2,All L0,1.1666666,265200
F' L',2,All L0,1.1666666,260800
L F,2,All L0,1.1666666,261200
R R,2,All L0,0.6666667,262400
F' B',2,All L0,1.3333334,260800
U U,2,All L0,0.6666667,288600
D B,2,All L0,1.1666666,261300
D U,2,All L0,1.3333334,261600
D' U',2,All L0,1.3333334,264500
R' B,2,All L0,1.1666666,261800
D' L,2,All L0,1.1666666,261400
U R',2,All L0,1.1666666,262200
D R',2,All L0,1.1666666,261900
U' F',2,All L0,1.1666666,261500
U' B,2,All L0,1.1666666,262300
F' R,2,All L0,1.1666666,262000
R' F,2,All L0,1.1666666,265700
B' F,2,All L0,1.3333334,262000
R' D',2,All L0,1.1666666,262100
F R,2,All L0,1.1666666,262400
R' F,2,All L0,1.1666666,261400
U' F,2,All L0,1.1666666,264400
L' D',2,All L0,1.1666666,261600
F F,2,All L0,0.6666667,261200
D' F',2,All L0,1.1666666,262000
L' U',2,All L0,1.1666666,261700
U D',2,All L0,1.3333334,261000
U' F',2,All L0,1.1666666,261500
B' B',2,All L0,0.6666667,261500
F' L',2,All L0,1.1666666,261300
D' U,2,All L0,1.3333334,265800
D' U,2,All L0,1.3333334,262400
R B,2,All L0,1.1666666,261700
U B,2,All L0,1.1666666,263400
R B',2,All L0,1.1666666,262000
R U,2,All L0,1.1666666,265400
R' L,2,All L0,1.3333334,263600
F' R',2,All L0,1.1666666,261700
B' U',2,All L0,1.1666666,261700
R R,2,All L0,0.6666667,262200
B D',2,All L0,1.1666666,262000
L' F,2,All L0,1.1666666,261000
F B',2,All L0,1.3333334,261900
U D,2,All L0,1.3333334,266000
U' D,2,All L0,1.3333334,262300
U R,2,All L0,1.1666666,263000
U' L,2,All L0,1.1666666,345700
L' D,2,All L0,1.1666666,261700
B' D,2,All L0,1.1666666,261100
D F,2,All L0,1.1666666,260700
L' R',2,All L0,1.3333334,262200
L' F,2,All L0,1.1666666,265700
U' F,2,All L0,1.1666666,266300
U R,2,All L0,1.1666666,263000
L U,2,All L0,1.1666666,261800
D L',2,All L0,1.1666666,261200
L B',2,All L0,1.1666666,262000
B' U,2,All L0,1.1666666,262600
U B',2,All L0,1.1666666,262400
L' U',2,All L0,1.1666666,264900
F L',2,All L0,1.1666666,262800
U D',2,All L0,1.3333334,285000
F' D,2,All L0,1.1666666,261300
R D,2,All L0,1.1666666,261000
F' U,2,All L0,1.1666666,265300
U' F',2,All L0,1.1666666,261800
U B',2,All L0,1.1666666,261800
F' U,2,All L0,1.1666666,265400
R L,2,All L0,1.3333334,261800
F U,2,All L0,1.1666666,262000
B L',2,All L0,1.1666666,262000
F' L,2,All L0,1.1666666,261900
R L',2,All L0,1.3333334,265400
L' F',2,All L0,1.1666666,261500
D' R',2,All L0,1.1666666,261500
B F,2,All L0,1.3333334,262600
L B',2,All L0,1.1666666,396200
B' L,2,All L0,1.1666666,394100
U F,2,All L0,1.1666666,284000
L B,2,All L0,1.1666666,260600
L F,2,All L0,1.1666666,262200
B' D',2,All L0,1.1666666,261400
R U,2,All L0,1.1666666,261500
B D',2,All L0,1.1666666,266600
B' L',2,All L0,1.1666666,261600
F' D,2,All L0,1.1666666,292200
B' R',2,All L0,1.1666666,526500
F' D',2,All L0,1.1666666,395100
B L,2,All L0,1.1666666,262900
U F,2,All L0,1.1666666,262200
U' U',2,All L0,0.6666667,261200
B' R,2,All L0,1.1666666,262200
L R,2,All L0,1.3333334,266500
L' L',2,All L0,0.6666667,260500
F' L,2,All L0,1.1666666,267500
U L,2,All L0,1.1666666,263300
B' U',2,All L0,1.1666666,262700
D' R,2,All L0,1.1666666,269500
L D,2,All L0,1.1666666,261500
D B',2,All L0,1.1666666,261600
B L,2,All L0,1.1666666,267800
